#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ACQUISITION_CLAIM;Conquered as a Claimant;Conquis en tant que revendicateur;Erobert als Anspruchsteller;;Conquistado como un pretendiente;;;;;;;;;x
ACQUISITION_HOST;Conquered as an Adventurer;Conquis en tant qu'aventurier;Erobert als Abenteurer;;Conquistado como un aventurero;;;;;;;;;x
ACQUISITION_REVOLT;Conquered as Leader of an Uprising;Conquis en tant que chef d'une révolte;Erobert als Anführer eines Aufstands;;Conquistado como líder de un levantamiento;;;;;;;;;x
ACQUISITION_USURP;Peacefully Usurped;Usurpé en paix;Friedliche Übernahme;;Usurpado pacíficamente;;;;;;;;;x
ACQUISITION_FACTION_DEMAND;Installed by Faction Demand;Installé sous demande d'une faction;Installiert durch eine Splittergruppe;;Instalado por petición de la facción;;;;;;;;;x
PERSONAL_OPINION_LOWER_THAN;Personal Opinion lower than ;Opinion personnelle inférieure à ;Pers. Meinung geringer als ;;Opinión personal más baja que;;;;;;;;;x
PERSONAL_OPINION_AT_LEAST;Personal Opinion of at least ;Opinion personnelle d'au moins ;Pers. Meinung mindestens ;;Opinión personal de por lo menos;;;;;;;;;x
PERS_OPINION_DIFF_LOWER_THAN;Personal Opinion difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence d'opinion personnelle entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Pers. Meinungsunterschiede zwischen §Y$FIRST$§! und §Y$SECOND$§! geringer als §Y$VAL$§!;;¡Diferencia de opinión personal entre §Y$FIRST$§! y §Y$SECOND$§! más baja que §Y$VAL$§!;;;;;;;;;x
PERS_OPINION_DIFF_AT_LEAST;Personal Opinion difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence d'opinion personnelle entre §Y$FIRST$§! et §Y$SECOND$§! est d'au moins §Y$VAL$§!;Pers. Meinungsunterschiede zwischen §Y$FIRST$§! und §Y$SECOND$§! mindestens §Y$VAL$§!;;¡Diferencia de la opinión personal entre §Y$FIRST$§! y §Y$SECOND$§! de por lo menos §Y$VAL$§!;;;;;;;;;x
RULER_OF_TITLE;$RULER$ of $TITLE$;$RULER$ de $TITLE$;$RULER$ von $TITLE$;;$RULER$ de $TITLE$;;;;;;;;;x
EVTDESC38305;I have grown more trusting, accepting whatever fate has in store for me. I have lost the Paranoid trait.;Je suis désormais plus confiant et j'accepte le sort que le destin me réserve. Je ne suis plus paranoïaque.;Ich bin nun weniger argwöhnisch und nehme hin, was das Schicksal bringt. Ich habe die Eigenschaft Paranoid verloren.;;Me he vuelto más confiado, aceptando lo que el destino me traiga. He perdido el rasgo Paranoico;;;;;;;;;x
EVTDESC38306;I have become aware of people's duplicity. I have lost the Trusting trait.;J'ai pris conscience de la duplicité de certains. J'ai perdu ma confiance.;Mir ist die Doppelzüngigkeit der Menschen bewusst geworden. Ich habe die Eigenschaft Treuherzig verloren.;;Me he dado cuenta de la duplicidad de la gente. He perdido el rasgo Confiado.;;;;;;;;;x
EVTDESC38307;I have suffered enough pain and betrayal. Why help those who hurt me back? I have lost the Kind trait.;J'ai suffisamment souffert des suites de diverses trahisons. Pourquoi devrais-je aider ceux qui me font du mal ? Ma gentillesse est du passé.;Ich habe genug Pein und Verrat erfahren. Warum soll ich meinen Neidern helfen? Ich habe die Eigenschaft Gütig verloren.;;He sufrido bastante dolor y traición. ¿Por qué ayudar a aquellos que me haga daño? He perdido el rasgo Amable;;;;;;;;;x
EVTDESC38308;The wounds have marked me for life. I have gained the Scarred trait.;Mes blessures ont laissé des traces. J'ai dorénavant des balafres.;Die Wunden werden mich ein Leben lang zeichnen. Ich habe die Eigenschaft Vernarbt erhalten.;;Las heridas me han marcado para la vida. He adquirido el rasgo marcado de cicatrices..;;;;;;;;;x
MEN;men;hommes;Männer;;hombres;;;;;;;;;x
WOMEN;women;femmes;Frauen;;mujeres;;;;;;;;;x
MALE;male;masculin;männlich;;hombre;;;;;;;;;x
FEMALE;female;féminin;weiblich;;mujer;;;;;;;;;x
ADULTERER;adulterer;adultère;Ehebrecher;;adúltero;;;;;;;;;x
ADULTERESS;adulteress;adultère;Ehebrecherin;;adúltera;;;;;;;;;x
nick_the_unfaithful;the Unfaithful;l'Adultère;der/die Treulose;;el Infiel;;;;;;;;;x
nick_the_beguiling;the Beguiling;la Séduisante;der/die Betörende;;el Persuasivo;;;;;;;;;x
nick_the_temptress;the Temptress;la Tentatrice;die Versucherin;;la Tentadora;;;;;;;;;x
nick_the_seducer;the Seducer;le Séducteur;der Verführer;;el Seductor;;;;;;;;;x
nick_the_lewd;the Lewd;le Lubrique;der/die Liederliche;;el Lascivo;;;;;;;;;x
nick_the_lecher;the Lecher;le Débauché;der Lüstling;;el Libidinoso;;;;;;;;;x
nick_the_unchaste;the Unchaste;l'Impudique;der/die Unkeusche;;el Impúdico;;;;;;;;;x
INSULT_OLD;old;sénile;Alte;;viejo;;;;;;;;;x
INSULT_TADPOLE;tadpole;de têtard;Kaulquappen;;renacuajo;;;;;;;;;x
INSULT_CHILD;child;de gamin;Kinder;;niño/a;;;;;;;;;x
INSULT_VILE;vile;infâme;Scheusale;;vil;;;;;;;;;x
INSULT_FOUL;foul;ignoble;Faulige;;asqueroso/a;;;;;;;;;x
INSULT_FILTHY;filthy;immonde;Dreckwühler;;guarro/a;;;;;;;;;x
INSULT_CLOWN;clown;de bouffon;Clowns;;mamarracho;;;;;;;;;x
INSULT_COW;cow;de vache;Kühe;;vaca;;;;;;;;;x
INSULT_INFIDEL;infidel;infidèle;Ungläubige;;infiel;;;;;;;;;x
INSULT_HERETIC;heretic;hérétique;Ketzer;;hereje;;;;;;;;;x
INSULT_GROTESQUE;grotesque;de grotesque;Groteske Gestalten;;grotesco;;;;;;;;;x
INSULT_DWARF;dwarf;de nain;Zwerge;;enano/a;;;;;;;;;x
INSULT_CLUBFOOT;clubfoot;de pied bot;Klumpfüße;;pie zopo;;;;;;;;;x
#INSULT_LIMPING;limping;infirme;Hinkende;;cojeando;;;;;;;;;x
INSULT_HARELIP;harelip;de bec-de-lièvre;Hasenschartige;;labio leporino;;;;;;;;;x
INSULT_CLEFT_LIPPED;cleft-lipped;à la bouche déformée;Spaltlippen;;labio hendido;;;;;;;;;x
INSULT_BASTARD;bastard;de bâtard;Bastarde;;bastardo/a;;;;;;;;;x
INSULT_BASEBORN;baseborn;non légitimé;Niedriggeborene;;ilegítimo/a;;;;;;;;;x
INSULT_KINSLAYER;kinslayer;d'assassin d'un parent;Sippenmörder;;mataparientes;;;;;;;;;x
INSULT_SODOMITE;sodomite;de sodomite;Sodomiten;;sodomita;;;;;;;;;x
INSULT_DULLARD;dullard;d'abruti;Dummköpfe;;zoquete;;;;;;;;;x
INSULT_DIM;dim;faible;Dumme;;tonto/a;;;;;;;;;x
INSULT_VACUOUS;vacuous;stupide;Stumpfsinnige;;vago/a;;;;;;;;;x
INSULT_NITWIT;nitwit;d'andouille;Schwachköpfe;;bobo/a;;;;;;;;;x
INSULT_IMBECILE;imbecile;d'imbécile;Imbezile;;imbécil;;;;;;;;;x
INSULT_FREAK;freak;de monstre;Missgeburten;;fanático;;;;;;;;;x
INSULT_ABOMINATION;abomination;d'abomination;Scheusale;;aversión;;;;;;;;;x
INSULT_MONSTROUS;monstrous;terrible;Monströse Gestalten;;monstruoso/a;;;;;;;;;x
INSULT_HIDEOUS;hideous;affreux;Abscheuliche Gestalten;;espantoso/a;;;;;;;;;x
INSULT_WEAKLING;weakling;d'avorton;Schwächlinge;;enclenque;;;;;;;;;x
INSULT_LESBIAN;lesbian;de lesbienne;Lesben;;lesbiana;;;;;;;;;x
INSULT_SAPPHIC;sapphic;saphique;Lesbische;;sáfica;;;;;;;;;x
