#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#FILTER_SAME_REL;My Religion;;Meine Religion;;Mi religión;;;;;;;;;x
#FILTER_SAME_REL_GROUP;My Religion Group;;Meine Religionsgruppe;;Mi grupo religioso;;;;;;;;;x
#FILTER_NOT_SAME_REL;Not My Religion;;Nicht meine Religion;;No es mi religión;;;;;;;;;x
#FILTER_NOT_SAME_REL_GROUP;Not My Religion Group;;Nicht meine Religionsgruppe;;No es mi grupo religioso;;;;;;;;;x
#FILTER_ANY_REL;Any Religion;;Beliebige Religion;;Cualquier religión;;;;;;;;;x
#FILTER_SAME_CUL;My Culture;;Meine Kultur;;Mi cultura;;;;;;;;;x
#FILTER_SAME_CUL_GROUP;My Culture Group;;Meine Kulturgruppe;;Mi grupo cultural;;;;;;;;;x
#FILTER_NOT_SAME_CUL;Not My Culture;;Nicht meine Kultur;;No es mi cultura;;;;;;;;;x
#FILTER_ANY_CUL;Any Culture;;Beliebige Kultur;;Cualquier cultura;;;;;;;;;x
#FILTER_NOT_SAME_CUL_GROUP;Not My Culture Group;;Nicht meine Kulturgruppe;;No es mi grupo cultural;;;;;;;;;x
temple_baron_jewish;Rabbi;Rabbin;Rabbiner;;Rabino;;;;;;;;;x
temple_baron_samaritan;Rabbi;Rabbin;Rabbiner;;Rabino;;;;;;;;;x
temple_baron_karaite;Rabbi;Rabbin;Rabbiner;;Rabino;;;;;;;;;x
RETTYPE_CUL_NUBIAN;Nubian Archers;Archers nubiens;Nubische Bogenschützen;;Arqueros Nubios;;;;;;;;;x
ca_culture_nubian_1;Nubian Warrior Barracks;Camp de guerriers nubiens;Nubische Kriegerbaracken;;Barracas de Guerreros Nubios;;;;;;;;;x
ca_culture_nubian_2;Nubian Warrior Barracks;Camp de guerriers nubiens;Nubische Kriegerbaracken;;Barracas de Guerreros Nubios;;;;;;;;;x
ca_culture_nubian_3;Nubian Warrior Barracks;Camp de guerriers nubiens;Nubische Kriegerbaracken;;Barracas de Guerreros Nubios;;;;;;;;;x
ca_culture_nubian_4;Nubian Warrior Barracks;Camp de guerriers nubiens;Nubische Kriegerbaracken;;Barracas de Guerreros Nubios;;;;;;;;;x
ca_culture_nubian_1_desc;These barracks are where the ancient Nubian warrior traditions are nurtured and developed. Nubia has since ancient times been respected for its masterful archers, and other elite units of infantry are trained and drilled to support this potent weapon of the Nubian rulers.;Ce camp est le lieu où les anciennes traditions des guerriers nubiens sont encouragées et développées. Depuis les anciens temps, la Nubie est respectée pour la qualité magistrale de ses archers. D'autres unités d'infanterie d'élite sont entrainées et exercées à soutenir cette puissante arme des chefs nubiens.;In diesen Baracken werden die traditionellen nubischen Krieger ausgebildet. Nubien ist seit der Antike für seine fähigen Bogenschützen bekannt, so dass selbst die besten Soldaten darauf gedrillt werden, diese mächtigste Waffe der nubischen Herrscher auf dem Schlachtfeld zu unterstützen.;;En estas barracas es donde se desarrollan y mejoran las tradiciones militares nubias. Nubia es respetada por sus brillantes arqueros, y otras unidades deélite en infantería son entranados para el uso de esta potente arma de los gobernantes nubios.;;;;;;;;;x
#NOT_VARIABLE;§Y$VAR$§! is less than §Y$VALUE$§!;;§Y$VAR$§! ist kleiner als §Y$VALUE$§!;;§Y$VAR$§! es menor que §Y$VALUE$§!;;;;;;;;;x
#VARIABLE;§Y$VAR$§! is at least §Y$VALUE$§!;;§Y$VAR$§! ist mindestens §Y$VALUE$§!;;§Y$VAR$§! es al menos de §Y$VALUE$§!;;;;;;;;;x
#SET_VARIABLE;Set §Y$VAR$§! to §Y$VALUE$§!;;Setzt §Y$VAR$§! auf Wert §Y$VALUE$§!;;Adjuste de §Y$VAR$§! a §Y$VALUE$§!;;;;;;;;;x
#CHANGE_VARIABLE;Change §Y$VAR$§! with §Y$VALUE$§!;;Ändert §Y$VAR$§! um §Y$VALUE$§!;;Cambio de §Y$VAR$§! con §Y$VALUE$§!;;;;;;;;;x
#SUBTRACT_VARIABLE;Subtract §Y$VALUE$§! from §Y$VAR$§!;;Reduziert §Y$VAR$§! um §Y$VALUE$§!;;Reste §Y$VALUE$§! de §Y$VAR$§!;;;;;;;;;x
#MULTIPLY_VARIABLE;Multiply §Y$VAR$§! with §Y$VALUE$§!;;Multipliziert §Y$VAR$§! mit §Y$VALUE$§!;;Multiplicar §Y$VAR$§! con §Y$VALUE$§!;;;;;;;;;x
#DIVIDE_VARIABLE;Divide §Y$VAR$§! with §Y$VALUE$§!;;Teilt §Y$VAR$§! durch §Y$VALUE$§!;;Divide §Y$VAR$§! con §Y$VALUE$§!;;;;;;;;;x
#TRIGGER_DYNASTY_HEAD;Head of Dynasty;;Oberhaupt der Dynastie;;Jefe de la Dinastía;;;;;x
#NUM_OF_MAX_SETTLEMENTS_AT_LEAST;Max holdings at least §Y$VAL$§!;;Anzahl der maximalen Besitztümer mindestens §Y$VAL$§!;;Max propiedades al menos §Y$VAL$§!;;;;;x
#NUM_OF_MAX_SETTLEMENTS_LESS_THAN;Max holdings less than §Y$VAL$§!;;Anzahl der maximalen Besitztümer geringer als §Y$VAL$§!;;Max propiedades menos de §Y$VAL$§!;;;;;x
