#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PLOT_POWER_CONTRIB_LOWER_THAN;Contribution to $PLOTTER$'s plot to $PLOT$ less than §Y$POWER$%§!\n;Contribution au complot de $PLOTTER$ pour $PLOT$ est inférieure à §Y$POWER$%§!\n;Beteiligung an $PLOTTER$s Plan zum $PLOT$ geringer als §Y$POWER$%§!\n ;;Contribución al complot de $PLOTTER$ sobre $PLOT$ inferior a §Y$POWER$%§!\n;;;;;;;;;x
PLOT_POWER_CONTRIB_AT_LEAST;Contribution to $PLOTTER$'s plot to $PLOT$ at least §Y$POWER$%§!\n;Contribution au complot de $PLOTTER$ pour $PLOT$ est égale ou supérieure à §Y$POWER$%§!\n;Beteiligung an $PLOTTER$s Plan zum $PLOT$ mindestens §Y$POWER$%§!\n ;;Contribución al complot de $PLOTTER$ sobre $PLOT$ de al menos §Y$POWER$%§!\n;;;;;;;;;x
#INTERACTION_CANNOT_JOIN_VASSAL_WAR;We cannot join our vassals' wars (except for Crusades/Jihads);;Wir können uns den Kriegen unserer Vasallen nicht anschließen (außer den Kreuzzügen/Dschihads);;No podemos unirnos a la guerra de nuestros vasallos (salvo para cruzadas/yihads);;;;;;;;;x
KILLER;Killer;Tueur;Mörder;;Asesino;;;;;;;;;x
ANY_SPOUSE_STARTS;Any Spouse;N'importe quelle épouse;Jeder Ehepartner;;Cualquier cónyuge;;;;;;;;;x
IS_MAIN_SPOUSE;Is the First Spouse;Est la première épouse;Ist der Erste Ehepartner;;Es el primer cónyuge;;;;;;;;;x
IS_NOT_MAIN_SPOUSE;Is NOT the First Spouse;N'est pas la première épouse;Ist NICHT der Erste Ehepartner;;$WHO$ se convierte en primer cónyuge de $SPOUSE$.\n;;;;;;;;;x
CONQUEST_CULTURE_EFFECT;Subjugated by §Y$CULTURE$§! Culture\n;Soumis à la culture §Y$CULTURE$§!.\n;Unterworfen von der §Y$CULTURE$§!-Kultur\n;;Sometido por la cultura §Y$CULTURE$§!\n;;;;;;;;;x
CONQUEST_CULTURE_EFFECT_FREED;Freed from the §Y$CULTURE$§! yoke\n;Libéré du joug §Y$CULTURE$§!.\n;Befreit vom Joch des §Y$CULTURE$§!s\n;;Liberado del yugo de la cultura §Y$CULTURE$§!\n;;;;;;;;;x
MAKE_PRIMARY_SPOUSE_EFFECT;$WHO$ is made the First Spouse of $SPOUSE$.\n;$WHO$ est faite première épouse de $SPOUSE$.\n;$WHO$ wird der Erste Ehepartner von $SPOUSE$.\n;;$WHO$ se convierte en primer cónyuge de $SPOUSE$.\n;;;;;;;;;x
MAKE_NOT_PRIMARY_SPOUSE_EFFECT;$WHO$ is no longer the First Spouse of $SPOUSE$.\n;$WHO$ n'est plus la première épouse de $SPOUSE$.\n;$WHO$ ist nicht länger der Erste Ehepartner von $SPOUSE$.\n;;$WHO$ ya no es primer cónyuge de $SPOUSE$.\n;;;;;;;;;x
HAVE_CONQUEST_CULTURE;Is subjugated by §Y$CULTURE$§! Culture\n;Est soumis à la culture §Y$CULTURE$§!.\n;Wird von der §Y$CULTURE$§!-Kultur unterworfen\n;;Es sometido por la cultura §Y$CULTURE$§!\n;;;;;;;;;x
HAVNT_CONQUEST_CULTURE;Is NOT subjugated by §Y$CULTURE$§! Culture\n;N'est pas soumis à la culture §Y$CULTURE$§!.\n;Wird NICHT von der §Y$CULTURE$§!-Kultur unterworfen\n;;NO está sometido por la cultura §Y$CULTURE$§!\n;;;;;;;;;x
DISMISS_ALLOW_DESCRIPTION;Can be dismissed if the following is true:\n;Peut être renvoyé si l'une des propositions suivantes est vraie : \n;Kann ignoriert werden, falls das Folgende zutrifft:\n;;Puede ser destituido si se cumple lo siguiente:\n;;;;;;;;;x
DIPLO_OF_POPE;Religious Head Diplomacy;Diplomatie religieuse;Diplomatie des Religiösen Oberhauptes;;Diplomacia de la Cabeza Religiosa;;;;;;;;;x
INTERACTION_REQUIRES_FEWER_WIVES;§Y$CHAR$§W has fewer than §Y$NUM$§W wives;§Y$CHAR$§W a moins de §Y$NUM$§W épouses.;§Y$CHAR$§W hat weniger als §Y$NUM$§W Ehefrauen;;§Y$CHAR$§W tiene menos de §Y$NUM$§W esposas;;;;;;;;;x
INTERACTION_REQUIRES_NO_OTHER_MARRIAGE;§Y$CHAR$§W is unmarried;§Y$CHAR$§W n'est pas marié.;§Y$CHAR$§W ist unverheiratet;;§Y$CHAR$§W está soltero;;;;;;;;;x
INTERACTION_REQUIRES_NO_TRUCE_OR_REV_REASON;Must have a special revoke reason if we have a Truce;Doit avoir une raison spéciale de révoquer le titre si nous sommes en période de trêve.;Muss einen besonderen Widerrufsgrund haben, falls wir einen Waffenstillstand haben;;Debe existir una razón especial de revocación si hay tregua;;;;;;;;;x
INTERACTION_VALID_REASON;Since you have a valid reason, no one will care.;Vous avez une bonne raison, alors personne ne s'en souciera.;Da Ihr einen triftigen Grund habt, wird es keine Seele kümmern.;;Como tienes una razón válida, a nadie le importará.;;;;;;;;;x
tribal_invasion_desc;We do not need to bother with just causes - might makes right! §Y$CLAIMANT$§! can invade the lands of §Y$TARGET$§!. If successful, the titles to all currently occupied holdings will be seized and all vassals will become our vassals.;Inutile de s'embêter à trouver de justes casus belli, la force fait loi ! §Y$CLAIMANT$§! peut envahir les terres de §Y$TARGET$§!. S'il réussit, les titres de toutes les propriétés occupées par ses troupes seront saisis et les autres seigneurs passeront sous son autorité.;Wir brauchen uns nicht mit gerechten Gründen befassen – Macht geht vor Recht! §Y$CLAIMANT$§! kann in die Länder von §Y$TARGET$§! einmarschieren. Falls dies erfolgreich ist, werden alle derzeit besetzten Besitztümer beschlagnahmt und alle Vasallen werden zu unseren Vasallen.;;¡No hemos de preocuparnos por la justicia de las causas! ¡La fuerza otorga el derecho! §Y$CLAIMANT$§! puede invadir las tierras de §Y$TARGET$§!. De tener éxito, los títulos de todas las propiedades ocupadas se confiscarán y todos sus vasallos se convertirán en nuestros vasallos.;;;;;;;;;x
decadence_invasion_desc;We do not need to bother with just causes - might makes right! §Y$CLAIMANT$§! can invade the lands of §Y$TARGET$§!.;Inutile de s'embêter à trouver de justes casus belli, la force fait loi ! §Y$CLAIMANT$§! peut envahir les terres de §Y$TARGET$§!. ;Wir brauchen uns nicht mit gerechten Gründen befassen – Macht geht vor Recht! §Y$CLAIMANT$§! kann in die Länder von §Y$TARGET$§! einmarschieren.;;¡No hemos de preocuparnos por la justicia de las causas! ¡La fuerza otorga el derecho! §Y$CLAIMANT$§! puede invadir las tierras de §Y$TARGET$§!.;;;;;;;;;x
title_food_taster;Food Taster;Goûteur;Vorkoster;;Catador;;;;;;;;;x
title_food_taster_desc;Food tasters have the dubious pleasure of trying all dishes before their master has a bite...;Le goûteur jouit du plaisir aléatoire de tester tous les plats avant que ceux-ci ne soient servis à son maître...;Vorkoster haben das fragwürdige Vergnügen, alle Speisen zu probieren, bevor ihr Herr den ersten Bissen nimmt...;;Los catadores tienen el dudoso placer de catar todos los platos antes de que su amo los pruebe...;;;;;;;;;x
title_court_calligrapher;Court Calligrapher;Calligraphe;Hofkalligraph;;Calígrafo de la corte;;;;;;;;;x
title_court_calligrapher_desc;Islamic suspicion of figurative art makes skilled calligraphers highly respected.;L'art figuratif étant perçu comme une transgression par l'islam, les calligraphes expérimentés sont hautement respectés.;Die islamische Zurückhaltung bei der figurativen Kunst verschafft erfahrenen Kalligraphen hohes Ansehen.;;La sospecha islámica del arte figurativo hace que los calígrafos expertos gocen de gran respeto.;;;;;;;;;x
title_court_musician;Court Musician;Musicien de la Cour;Hofmusiker;;Músico de la corte;;;;;;;;;x
