#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
enatic;Enatic;Utérine;Enatisch;;Enática;;;;;;;;;x
enatic_desc;Only women can inherit.;Uniquement les femmes peuvent hériter.;Nur Frauen können erben.;;Sólo las mujeres pueden heredar.;;;;;;;;;x
enatic_cognatic;Enatic-Cognatic;Utérine-cognatique;Enatisch-kognatisch;;Enática-Cognática;;;;;;;;;x
enatic_cognatic_desc;Men can inherit, but only if there are no eligible females.;Les hommes peuvent hériter, mais uniquement s'il n'y a aucune femme éligible.;Männer können erben, aber nur dann, wenn es keine erbberechtigten Frauen gibt.;;Los hombres pueden heredar, pero sólo si no hay mujeres elegibles.;;;;;;;;;x
enatic_succession;Enatic;Utérine;Enatisch;;Enática;;;;;;;;;x
enatic_succession_desc;Only women can inherit.;Uniquement les femmes peuvent hériter.;Nur Frauen können erben.;;Sólo las mujeres pueden heredar.;;;;;;;;;x
enatic_cognatic_succession;Enatic-Cognatic;Utérine-cognatique;Enatisch-kognatisch;;Enática-Cognática;;;;;;;;;x
enatic_cognatic_succession_desc;Men can inherit, but only if there are no eligible females.;Les hommes peuvent hériter, mais uniquement s'il n'y a aucune femme éligible.;Männer können erben, aber nur dann, wenn es keine erbberechtigten Frauen gibt.;;Los hombres pueden heredar, pero sólo si no hay mujeres elegibles.;;;;;;;;;x
TRIGGER_ROOT;Root;Root;Root;;Origen;;;;;;;;;x
TRIGGER_PREV;Prev;Prev;Prev;;Prev.;;;;;;;;;x
TRIGGER_FROMFROM;FromFrom;FromFrom;FromFrom;;FromFrom;;;;;;;;;x
HAS_NOT_CALLED_CRUSADE;There is NO active $RELIGION$ $CRUSADE_NAME$;Il n'y a pas de $CRUSADE_NAME$ $RELIGION$ en cours;Es gibt KEINEN aktiven $RELIGION$en $CRUSADE_NAME$;;NO hay ninguna $CRUSADE_NAME$ $RELIGION$ activa;;;;;;;;;x
HAS_CALLED_CRUSADE;There is an active $RELIGION$ $CRUSADE_NAME$;Il y a une $CRUSADE_NAME$ $RELIGION$ en cours;Es gibt einen aktiven $RELIGION$en $CRUSADE_NAME$;;Hay una $CRUSADE_NAME$ $RELIGION$ activa;;;;;;;;;x
LIEGE_PRESTIGE_BUILDING;Prestige to Liege: §G+$VALUE$§!;Prestige pour le seigneur lige : §G+$VALUE$§!;Prestige an Lehnsherr: §G+$VALUE$§!;;Prestigio para el Señor: §G+$VALUE$§!;;;;;;;;;x
TEMPLE_HOLDING_PIETY;§Y$NUM$§! Temples in Demesne: §G+$VALUE$§!;§Y$NUM$§! temples du domaine : §G+$VALUE$§!;§Y$NUM$§! Tempel in der Domäne: §G+$VALUE$§!;;Templos en la heredad: §G+$VALUE$§!;;;;;;;;;x
