#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
W_L_450510;http://en.wikipedia.org/wiki/Birger_jarl;http://fr.wikipedia.org/wiki/Birger_Jarl ;;;;;;;;;;;;x;
W_L_200540;http://en.wikipedia.org/wiki/Magnus_Minnesk%C3%B6ld;http://fr.wikipedia.org/wiki/Magnus_Minnisk%C3%B6ld ;;;;;;;;;;;;x;
W_L_200607;http://en.wikipedia.org/wiki/Ingrid_Ylva;http://en.wikipedia.org/wiki/Ingrid_Ylva;;;;;;;;;;;;x;
W_L_200606;http://en.wikipedia.org/wiki/Sune_Sik;http://en.wikipedia.org/wiki/Sune_Sik;;;;;;;;;;;;x;
W_L_200600;http://en.wikipedia.org/wiki/Sverker_I_of_Sweden;http://fr.wikipedia.org/wiki/Sverker_Ier_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200507;http://en.wikipedia.org/wiki/Eric_XI_of_Sweden;http://fr.wikipedia.org/wiki/%C3%89ric_XI_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200523;http://en.wikipedia.org/wiki/Birger_Brosa;http://fr.wikipedia.org/wiki/Birger_Brosa ;;;;;;;;;;;;x;
W_L_200528;http://en.wikipedia.org/wiki/Ingegerd_Birgersdotter_of_Bjelbo;http://fr.wikipedia.org/wiki/Ingegerd_Birgersdotter_de_Bjelbo ;;;;;;;;;;;;x;
W_L_202513;http://en.wikipedia.org/wiki/Brigida_Haraldsdotter;http://fr.wikipedia.org/wiki/Brigide_Haraldsdotter_de_Norv%C3%A8ge ;;;;;;;;;;;;x;
W_L_200525;http://en.wikipedia.org/wiki/Knut_Birgersson,_Riksjarl_of_Sweden;http://en.wikipedia.org/wiki/Knut_Birgersson,_Riksjarl_of_Sweden;;;;;;;;;;;;x;
W_L_33338;http://en.wikipedia.org/wiki/Benedict,_Duke_of_Finland;http://en.wikipedia.org/wiki/Benedict,_Duke_of_Finland;;;;;;;;;;;;x;
W_L_30605;http://en.wikipedia.org/wiki/Rikissa_Birgersdotter;http://en.wikipedia.org/wiki/Rikissa_Birgersdotter;;;;;;;;;;;;x;
W_L_452505;http://en.wikipedia.org/wiki/Ingeborg_of_Norway;http://fr.wikipedia.org/wiki/Ingeborg_Hakonsdatter ;;;;;;;;;;;;x;
W_L_450506;http://en.wikipedia.org/wiki/Valdemar_I_of_Sweden;http://fr.wikipedia.org/wiki/Valdemar_Ier_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_450502;http://en.wikipedia.org/wiki/Magnus_III_of_Sweden;http://fr.wikipedia.org/wiki/Magnus_III_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_450607;http://en.wikipedia.org/wiki/Valdemar,_Duke_of_Finland;http://fr.wikipedia.org/wiki/Valdemar_Magnusson ;;;;;;;;;;;;x;
W_L_450504;http://en.wikipedia.org/wiki/Birger,_King_of_Sweden;http://fr.wikipedia.org/wiki/Birger_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_450501;http://en.wikipedia.org/wiki/Eric,_Duke_of_Sudermannia;http://fr.wikipedia.org/wiki/Erik_Magnusson ;;;;;;;;;;;;x;
W_L_450500;http://en.wikipedia.org/wiki/Magnus_IV_of_Sweden;http://fr.wikipedia.org/wiki/Magnus_IV_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_455942;http://en.wikipedia.org/wiki/Blanka_of_Namur;http://fr.wikipedia.org/wiki/Blanche_de_Namur ;;;;;;;;;;;;x;
W_L_455940;http://en.wikipedia.org/wiki/John_I,_Marquis_of_Namur;http://fr.wikipedia.org/wiki/Jean_Ier_de_Namur ;;;;;;;;;;;;x;
W_L_100522;http://en.wikipedia.org/wiki/Stenkil;http://fr.wikipedia.org/wiki/Stenkil_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100525;http://en.wikipedia.org/wiki/Eric_Stenkilsson;http://fr.wikipedia.org/wiki/%C3%89ric_VII_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100523;http://en.wikipedia.org/wiki/Halsten_Stenkilsson;http://fr.wikipedia.org/wiki/Halsten_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100526;http://en.wikipedia.org/wiki/H%C3%A5kan_the_Red;http://fr.wikipedia.org/wiki/H%C3%A5kan_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100524;http://en.wikipedia.org/wiki/Inge_the_Elder;http://fr.wikipedia.org/wiki/Inge_Ier_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100550;http://en.wikipedia.org/wiki/Philip_Halstensson;http://fr.wikipedia.org/wiki/Philippe_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100551;http://en.wikipedia.org/wiki/Inge_the_Younger;http://fr.wikipedia.org/wiki/Inge_II_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100552;http://en.wikipedia.org/wiki/Ragnvald_Knaph%C3%B6vde;http://fr.wikipedia.org/wiki/Ragnvald_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_101531;http://en.wikipedia.org/wiki/Magnus_I_of_Sweden;http://fr.wikipedia.org/wiki/Magnus_Ier_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200490;http://en.wikipedia.org/wiki/Eric_IX_of_Sweden;http://fr.wikipedia.org/wiki/%C3%89ric_IX_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_100553;http://en.wikipedia.org/wiki/Magnus_II_of_Sweden;http://fr.wikipedia.org/wiki/Magnus_II_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200602;http://en.wikipedia.org/wiki/Charles_VII_of_Sweden;http://fr.wikipedia.org/wiki/Charles_VII_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200608;http://en.wikipedia.org/wiki/Kol_Sverkerson;http://fr.wikipedia.org/wiki/Kol_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200500;http://en.wikipedia.org/wiki/Canute_I_of_Sweden;http://fr.wikipedia.org/wiki/Knut_Ier_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200520;http://en.wikipedia.org/wiki/Cecilia_Johansdotter_of_Sweden;http://fr.wikipedia.org/wiki/C%C3%A9cile_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200604;http://en.wikipedia.org/wiki/Sverker_II_of_Sweden;http://fr.wikipedia.org/wiki/Sverker_II_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200504;http://en.wikipedia.org/wiki/Eric_X_of_Sweden;http://fr.wikipedia.org/wiki/%C3%89ric_X_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_200609;http://en.wikipedia.org/wiki/John_I_of_Sweden;http://fr.wikipedia.org/wiki/Jean_Ier_de_Su%C3%A8de ;;;;;;;;;;;;x;
W_L_157200;http://en.wikipedia.org/wiki/Johan_Andersson_%28game_programmer%29;http://en.wikipedia.org/wiki/Johan_Andersson_%28game_programmer%29;;;;;;;;;;;;x;
W_L_131719;http://en.wikipedia.org/wiki/Drogo_of_Champagne;http://fr.wikipedia.org/wiki/Drogon_de_Champagne;;;;;;;;;;;;x;
W_L_131720;http://en.wikipedia.org/wiki/Pepin_of_Heristal;http://fr.wikipedia.org/wiki/P%C3%A9pin_de_Herstal;;;;;;;;;;;;x;
W_L_131721;http://en.wikipedia.org/wiki/Charles_Martel;http://fr.wikipedia.org/wiki/Charles_Martel;;;;;;;;;;;;x;
W_L_131722;http://en.wikipedia.org/wiki/Pepin_the_Short;http://fr.wikipedia.org/wiki/P%C3%A9pin_le_Bref;;;;;;;;;;;;x;
W_L_131723;http://en.wikipedia.org/wiki/Grimoald_the_Younger;http://fr.wikipedia.org/wiki/Grimoald_II;;;;;;;;;;;;x;
W_L_131725;http://en.wikipedia.org/wiki/Redbad,_King_of_the_Frisians;http://fr.wikipedia.org/wiki/Radbod;;;;;;;;;;;;x;
W_L_131726;http://en.wikipedia.org/wiki/Poppo_(Frisian);http://en.wikipedia.org/wiki/Poppo_(Frisian);;;;;;;;;;;;x;
W_L_131727;http://en.wikipedia.org/wiki/Aldgisl;http://en.wikipedia.org/wiki/Aldgisl;;;;;;;;;;;;x;
W_L_131728;http://en.wikipedia.org/wiki/Adgillis_II;http://en.wikipedia.org/wiki/Adgillis_II;;;;;;;;;;;;x;
