#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RCLK_TO_SELECT;§GRight-click to Select§!;§GClic droit pour sélectionner§!;§GZur Auswahl rechtsklicken§!;;§GHaz clic derecho para seleccionar§!;;;;;;;;;x
vassal_sacrifice_decision;Sacrifice;Sacrifier;Opfert;;Sacrifica;;;;;;;;;x
vassal_sacrifice_decision_named;Sacrifice [Root.GetFirstName];Sacrifier [Root.GetFirstName];[Root.GetFirstName] opfern;;Sacrifica a [Root.GetFirstName];;;;;;;;;x
break_up_with_lover_named;Break up with [Root.GetFirstName];Rompre avec [Root.GetFirstName];Von [Root.GetFirstName] trennen;;Romper la relación con [Root.GetFirstName];;;;;;;;;x
seduce_decision_named;Seduce [Root.GetFirstName];Séduire [Root.GetFirstName];[Root.GetFirstName] verführen;;Seducir [Root.GetFirstName];;;;;;;;;x
decision_spy_on_named;Spy On [Root.GetFirstName];Espionner [Root.GetFirstName];[Root.GetFirstName] ausspionieren;;Espiar a [Root.GetFirstName];;;;;;;;;x
decision_break_free_named;Free [Root.GetFirstName] from Captivity;Libérer [Root.GetFirstName] de sa captivité;[Root.GetFirstName] aus der Gefangenschaft befreien;;Liberar a [Root.GetFirstName] de la cautividad;;;;;;;;;x
invite_to_party_named;Invite [Root.GetFirstName] to Carousing;Inviter [Root.GetFirstName] à faire ribote;Zum Zechen einladen;;Invitar a [Root.GetFirstName] a Juerga;;;;;;;;;x
duel_decision_named;Duel [Root.GetFirstName];Se battre en duel avec [Root.GetFirstName];[Root.GetFirstName] zum Duell herausfordern;;Batir en duelo con [Root.GetFirstName];;;;;;;;;x
legitimize_bastard;Legitimize;Légitimer;Legitimieren;;Legitimar;;;;;;;;;x
legitimize_bastard_named;Legitimize [Root.GetTitledFirstName];Légitimer [Root.GetTitledFirstName];[Root.GetTitledFirstName] legitimieren;;Legitimar a [Root.GetTitledFirstName];;;;;;;;;x
convince_to_straighten_up_named;Convince [Root.GetTitledFirstName] to Straighten up;Convaincre [Root.GetTitledFirstName] de se reprendre en main;[Root.GetFirstName] überzeugen, sich zu bessern;;Convencer a [Root.GetTitledFirstName] a enderezarse;;;;;;;;;x
send_child_into_hiding;Send into Hiding;Cacher;Ins Versteck schicken;;Esconder;;;;;;;;;x
