#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ERA_CHAR_NAME_6392;Charlemagne;Charlemagne;Karl der Große;;Carlomagno;;;;;;;;;x
ERA_CHAR_NAME_144999;Karloman I;Carloman Ier;Karlmann I.;;Carlomán I;;;;;;;;;x
ERA_CHAR_NAME_190347;Desiderius of the Lombards;Didier de Lombardie;Desiderius der Lombarde;;Desiderio de los lombardos;;;;;;;;;x
ERA_CHAR_NAME_73679;Abd-al-Rahman I;Abd-al-Rahman Ier;Abd ar-Rahman I.;;Abderramán I;;;;;;;;;x
ERA_CHAR_NAME_34002;Al-Mansur;Al-Mansûr;Al-Mansur;;Almanzor;;;;;;;;;x
ERA_CHAR_NAME_74413;Krishna I;Krishna Ier;Krishna I.;;Krishna I;;;;;;;;;x
ERA_CHAR_NAME_163112;Halfdan Whiteshirt;Halfdan Chandail blanc;Halfdan Weißhemd;;Halfdan Camisablanca;;;;;;;;;x
ERA_CHAR_NAME_40605;Rurik;Riourik;Rurik;;Rurik;;;;;;;;;x
ERA_CHAR_NAME_90104;Charles the Bald;Charles le Chauve;Karl der Kahle;;Carlos el Calvo;;;;;;;;;x
ERA_CHAR_NAME_90107;Ludwig the German;Louis le Germanique;Ludwig der Deutsche;;Luis el Alemán;;;;;;;;;x
ERA_CHAR_NAME_1700;Basil I;Basile Ier;Basileios I.;;Basilio I;;;;;;;;;x
ERA_CHAR_NAME_34014;Al-Mu'tazz;Al-Mu'tazz;Al-Mu'tazz;;Al-Mu'tazz;;;;;;;;;x
ERA_CHAR_NAME_140;William the Conqueror;Guillaume le Conquérant;Wilhelm der Eroberer;;Guillermo el Conquistador;;;;;;;;;x
ERA_CHAR_NAME_1316;Heinrich IV;Henri IV;Heinrich IV.;;Heinrich IV;;;;;;;;;x
ERA_CHAR_NAME_1128;Robert Guiscard;Robert Guiscard;Robert Guiscard;;Roberto Guiscardo;;;;;;;;;x
ERA_CHAR_NAME_3096;Al-Mustansir Billah;Al-Mustansir Billah;Al-Mustansir Billah;;Al-Mustansir Billah;;;;;;;;;x
ERA_CHAR_NAME_3040;Alp Arslan;Alp Arslan;Alp Arslan;;Alp Arslan;;;;;;;;;x
ERA_CHAR_NAME_74441;Somesvara I;Somesvara Ier;Somesvara I.;;Somesvara I;;;;;;;;;x
