#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WOL_115;I am having an inordinately hard time pursuing my amorous interest in [target_seduced.GetTitledFirstNameNoRegnal]. When will I ever find the time to travel so far?;J'ai de grandes difficultés à entretenir mon histoire d'amour avec [target_seduced.GetTitledFirstNameNoRegnal]. Trouverai-je un jour le temps de faire un si long voyage ?;Es ist außergewöhnlich schwierig, meinen Neigungen gegenüber [target_seduced.GetTitledFirstNameNoRegnal] nachzugehen. Wann werde ich wohl die Zeit finden, so weit zu reisen?;;Estoy teniendo excesivos problemas en mis intereses amorosos en [target_seduced.GetTitledFirstNameNoRegnal]. ¿Cuándo encontraré tiempo para viajar tan lejos?;;;;;;;;;x
EVTDESC_WOL_115_BUSY;My current occupation simply leaves me with no time to chase [target_seduced.GetTitledFirstNameNoRegnal] - or anyone else for that matter.;Mes tâches actuelles ne me laissent aucun loisir de courtiser [target_seduced.GetTitledFirstNameNoRegnal]... Ni personne d'autre, d'ailleurs.;Meine momentanen Verpflichtungen verhindern derzeit, dass ich [target_seduced.GetTitledFirstNameNoRegnal] nachstelle, und das gilt genauso für alle anderen.;;Mi ocupación actual sencillamente no me deja sin tiempo para perseguir a [target_seduced.GetTitledFirstNameNoRegnal] o cualquier otra cosa.;;;;;;;;;x
EVTDESC_WOL_115_UNAVAILABLE;The target of my amorous attentions, [target_seduced.GetTitledFirstNameNoRegnal], simply never seems to be around!;L'objet de mes élans amoureux, [target_seduced.GetTitledFirstNameNoRegnal], est introuvable !;Das Ziel meiner romantischen Pläne, [target_seduced.GetTitledFirstNameNoRegnal], ist einfach nie in der Nähe!;;¡El objetivo de mis atenciones amorosas, [target_seduced.GetTitledFirstNameNoRegnal], simplemente parece que no está al alcance!;;;;;;;;;x
EVTOPTA_WOL_115;I should give up... for now.;J'abandonne... Pour le moment.;Am besten lasse ich es bleiben ... zunächst jedenfalls.;;Debería rendirme... por el momento.;;;;;;;;;x
EVTOPTB_WOL_115;There is no rush!;Rien ne presse !;Gut Ding will Weile haben!;;¡No hay prisa!;;;;;;;;;x
stop_seduce_decision;Stop Seduction;Arrêter la séduction;Verführung beenden;;Deja la seducción;;;;;;;;;x
stop_seduce_decision_desc;Stop my ongoing seduction effort. Perhaps I should focus on someone else...;Cessons là cette séduction. J'aurai plus de chance ailleurs...;Die Verführungsversuche werden eingestellt. Vielleicht käme jemand anderes infrage ...;;Dejar mi esfuerzo seductor actual. Tal vez debería dedicarme en otra persona...;;;;;;;;;x
stop_seduce_decision_tt;Seduction ends;Fin de la séduction;Verführung endet;;La seducción termina;;;;;;;;;x
stop_seduce_decision_target;Stop Seduction;Arrêter la séduction;Verführung beenden;;Dejar de seducir;;;;;;;;;x
stop_seduce_decision_target_desc;Stop trying to seduce §Y[Root.GetTitledFirstNameNoRegnal]§!. I should turn my attentions elsewhere...;Je dois cesser de séduire §Y[Root.GetTitledFirstNameNoRegnal]§!. Je devrais passer à autre chose...;Verführung von §Y[Root.GetTitledFirstNameNoRegnal]§! beenden. Ich sollte mich anderweitig orientieren ...;;Deja de intentar seducir a §Y[Root.GetTitledFirstNameNoRegnal]§!. Debería dirigir mi atención en otro lado...;;;;;;;;;x
stop_spy_on_decision;Stop Spying;Ne plus espionner;Spionage beenden;;Deja de espiar;;;;;;;;;x
stop_spy_on_decision_desc;Cease spying on my current target. There are so many other suspects...;Cesser d'espionner cette cible. Il y a tant d'autres suspects...;Lasst das aktuelle Ziel nicht weiter überwachen. Es gibt so viele Verdächtige ...;;Deja de espiar a mi objetivo actual. Hay muchos otros sospechosos...;;;;;;;;;x
stop_spy_on_decision_tt;Spying ends;Fin de l'espionnage;Spionage wird beendet;;Deja de espiar;;;;;;;;;x
stop_spy_on_decision_target;Stop Spying On;Arrêter l'espionnage;Spionage beenden;;Dejar de espiar;;;;;;;;;x
stop_spy_on_decision_target_desc;Stop spying on §Y[Root.GetTitledFirstNameNoRegnal]§!. I should turn my attention elsewhere...;Arrêter d'espionner §Y[Root.GetTitledFirstNameNoRegnal]§!. Je devrais passer à autre chose...;Lasst die Überwachung von §Y[Root.GetTitledFirstNameNoRegnal]§! beenden. Ich sollte mich anderweitig orientieren ...;;Deja de espiar a §Y[Root.GetTitledFirstNameNoRegnal]§! Debería dirigir mi atención en otra parte...;;;;;;;;;x
EVTDESC_HL_5051;A group of raiders are threatening the trade in our realm. My liege, [Liege.GetTitledFirstName], has ordered me to go after their leader, and make sure that the roads are safe for caravans.;Une bande de pillards s'attaque aux marchands dans le royaume. M[Liege.GetOnA] [Liege.GetLordLady], [Liege.GetTitledFirstName], a ordonné que je m'occupe de leur chef afin que les caravanes puissent à nouveau se déplacer en sécurité.;Der Handel in unserem Reich droht durch Plünderer zu leiden. Nun hat mich mein Lehnsherr [Liege.GetTitledFirstName] beauftragt, für Sicherheit auf den Straßen zu sorgen. Ich soll Jagd auf den Anführer der Plünderer machen.;;Un grupo de asaltantes está amenazando el comercio de nuestro reino. Mi señor [Liege.GetTitledFirstName] me ha pedido que persiga a su líder y me asegure de que los caminos son seguros para las caravanas.;;;;;;;;;x
EVTOPTA_HL_5051;It is my duty.;Tel est mon devoir.;So ist es meine Pflicht.;;Es mi deber.;;;;;;;;;x
EVTOPTB_HL_5051;I won't risk my life against the dangerous bandits.;Je ne risquerai pas ma peau contre ces dangereux bandits.;Ich werde nicht mein Leben wegen diesen gefährlichen Banditen aufs Spiel setzen!;;No arriesgaré mi vida contra bandidos peligrosos.;;;;;;;;;x
EVTTOOLTIP_HL_5051;Refusing orders while give my liege a reason to arrest me.;Je refuse les ordres, mais cela donne à m[Liege.GetOnA] [Liege.GetLordLady] lige une raison de me faire arrêter.;Lehne ich ab, hätte mein Lehnsherr einen Grund, mich einzukerkern.;;Rechazar órdenes al tiempo que le doy a mi señor un motivo para arrestarme.;;;;;;;;;x
EVTDESC_HL_5052;[From.GetTitledFirstName] brought forth to me the head of the raiders' leader, of the bandit leader whom previously plagued merchants in [FromFrom.GetName].;[From.GetTitledFirstName] m'a apporté la tête d'un des chefs des pillards, celui qui s'en prenait aux caravanes de marchands de [FromFrom.GetName].;[From.GetTitledFirstName] lieferte mir den Kopf des Anführers der Banditen, die den Händlern in [FromFrom.GetName] übel mitspielten.;;[From.GetTitledFirstName] me trajo la cabeza del líder de los asaltantes, el líder de los bandidos que estuvo atormentando a los comerciantes de [FromFrom.GetName].;;;;;;;;;x
EVTOPTA_HL_5052;Excellent work!;Excellent travail !;Ausgezeichnete Leistung!;;¡Un trabajo excelente!;;;;;;;;;x
EVTDESC_HL_5053;In the late afternoon [From.GetTitledFirstName]'s horse arrived home riderless. There's no telling what the raiders have done to [From.GetHerHim].;Tard dans l'après-midi, la monture de [From.GetTitledFirstName] est revenue sans son cavalier. Nul ne sait ce que les pillards ont bien pu lui faire.;Am späten Nachmittag kehrte ein herrenloses Pferd zurück, das vormittags noch [From.GetTitledFirstName] trug. Ich frage mich, was die Banditen [From.Getihmihr] angetan haben.;;Al final de la tarde el caballo de [From.GetTitledFirstName] llegó a casa sin jinete. No sabemos qué habrán hecho los asaltantes con [From.GetHerHim].;;;;;;;;;x
EVTOPTA_HL_5053;What a horrible fate.;Quelle horrible fin.;Welch ein furchtbares Schicksal.;;Qué destino tan horrible.;;;;;;;;;x
EVTOPTB_HL_5053;I need to deal with these rascals personally.;Je vais m'occuper de cette racaille en personne.;Ich muss mich höchstselbst um diese Strauchdiebe kümmern.;;Tengo que tratar con estos bribones personalmente.;;;;;;;;;x
EVTOPTC_HL_5053;Get the soldiers to chase them out.;Que les soldats les prennent en chasse.;Die Soldaten sollen das Gesindel verjagen.;;Haz que los soldados los persigan.;;;;;;;;;x
