F:\Games\Steam\steamapps\common\Stellaris\common\agendas\agendas.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\ambient_objects\ambient_objects.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\ambient_objects\ambient_objects_apocalypse.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\ambient_objects\ambient_objects_guardians.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies_2.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies_3.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies_4.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies_Uplifts.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies_precursors.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomalies_tutorial.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories_2.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories_3.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories_4.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories_Uplifts.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories_precursors.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\anomalies\00_anomaly_categories_tutorial.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\armies\00_defense_armies.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\armies\01_assault_armies.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\armies\02_event_armies.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\armies\03_occupation_armies.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\ascension_perks\00_ascension_perks.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\attitudes\attitudes.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\bombardment_stances\00_bombardment_stances.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildable_pops\00_robot_pops.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\building_tags\00_tags.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildings\00_buildings.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildings\00_event_buildings.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildings\00_guardian_buildings.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildings\00_habitat_buildings.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildings\00_horizonsignal_buildings.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\buildings\00_syntheticdawn_buildings.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\button_effects\example.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\bypass\00_bypasses.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\casus_belli\00_casus_belli.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\casus_belli\01_fallen_empire_casus_belli.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\casus_belli\02_event_casus_belli.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\colors\00_colors.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_fallen_empire_utilities.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_guardian_utilities.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_required_sets.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_strike_craft.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_utilities.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_utilities_afterburners.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_utilities_aux.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_utilities_reactors.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_utilities_shields.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_weapons_energy.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_weapons_missiles.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_weapons_planet_killer.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_weapons_pointdefence.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_weapons_projectile.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_sets\00_weapons_special.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_tags\00_tags.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_guardian_utilities.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_guardian_weapons.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_starbase_building_auras.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_strike_craft.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_afterburners.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_auras.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_aux.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_bio.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_drives.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_reactors.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_roles.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_sensors.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_shields.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_utilities_thrusters.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_ai.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_amoeba.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_cloud.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_crystals.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_extradimensional.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_mining_drones.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_space_whale.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_critters_swarm.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_energy.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_extra_large.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_missiles.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_planet_killer.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_pointdefence.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_projectile.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\00_weapons_torpedo.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\component_templates\README_weapon_component_stat_docs.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\country_customization\00_country_customization.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\country_types\00_country_types.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\country_types\01_leviathans_country_types.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\deposits\00_deposits.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\deposits\00_guardian_deposits.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\diplo_phrases\00_diplo_action_phrases.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\diplo_phrases\00_diplo_phrases.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\diplomatic_actions\00_actions.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\edicts\00_campaigns.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\edicts\01_edicts.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\edicts\02_ambitions.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\edicts\03_planetary_edicts.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\edicts\README.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\ethics\00_ethics.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_event_chains.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_event_chains_2.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_event_chains_3.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_event_chains_horizonsignal.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_event_chains_leviathans.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_fallen_empire_chains.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_mandate_chains.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\event_chains\00_tutorial_chains.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\fallen_empires\00_fallen_empire.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\game_rules\00_rules.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\ai_ship_designs.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\crystal_monster_designs.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\event_ship_designs_anomalies.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\event_ship_designs_general.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\event_ship_designs_nomad.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\event_ship_designs_sentinels.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\event_ship_designs_special_systems.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\extra_dimensional_ship_designs.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\fallen_empire_ship_designs.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\global_ship_designs.txt,vanilla
F:\Games\Steam\steamapps\common\Stellaris\common\global_ship_designs\guardian_designs.txt,vanilla
