#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
REL_CAPTOR;Captor;Ravisseur;Entführer;;Captor;;;;;;;;;x
PALACE_NAME;$DYNASTY$ Palace;Palais de $DYNASTY$;$DYNASTY$-Palast;;Palacio de $DYNASTY$;;;;;;;;;x
family_palace;Palace;Palais familial;Palast;;Palacio;;;;;;;;;x
family_palace_baron;Patrician;Patricien;Patrizier;;Patricio;;;;;;;;;x
family_palace_baron_female;Lady;Dame;Lady;;Señora;;;;;;;;;x
family_palace_barony_of;Palace of;Palais de;Palast von;;Palacio de;;;;;;;;;x
family_palace_baron_foa;Sir;Messire;Sir;;Señor;;;;;;;;;x
family_palace_baron_deed;Chair of;Siège de;Sitz von;;Consejo de;;;;;;;;;x
fp_mansion_1;Mansion;Manoir;Herrenhaus;;Mansión;;;;;;;;;x
fp_mansion_2;Great Mansion;Grande demeure;Großes Herrenhaus;;Gran Mansión;;;;;;;;;x
fp_mansion_3;Palace;Palais;Palast;;Palacio;;;;;;;;;x
fp_mansion_4;Grand Palace;Grand palais;Herrschaftlicher Palast;;Gran Palacio;;;;;;;;;x
fp_barracks_1;Guard Barracks;Quartiers de la garde;Kasernen der Wache;;Barracones de la Guardia;;;;;;;;;x
fp_barracks_2;Swordsmith;Forge;Schwertschmied;;Herrero;;;;;;;;;x
fp_barracks_3;Armory;Armurerie;Rüstkammer;;Armería;;;;;;;;;x
fp_stable_1;Small Stable;Écurie;Kleiner Stall;;Establo Pequeño;;;;;;;;;x
fp_stable_2;Riding Grounds;Manège;Reitplätze;;Campos de Monta;;;;;;;;;x
fp_stable_3;Horse Breeder;Élevage de chevaux;Pferdezüchter;;Criador de Caballos;;;;;;;;;x
fp_bowyer_1;Bowyer;Archerie;Bogenbauer;;Fabricante de Arcos;;;;;;;;;x
fp_bowyer_2;Target Range;Champ de tir;Zielübungsplatz;;Campo de Tiro;;;;;;;;;x
fp_bowyer_3;Crossbow Workshop;Atelier d'arbalètes;Armbrust-Werkstatt;;Taller de Ballestas;;;;;;;;;x
fp_shipyard_1;Map Room;Maison des portulans;Kartenraum;;Sala de Mapas;;;;;;;;;x
fp_shipyard_2;Private Shipyard;Chantier naval;Private Werft;;Astillero Privado;;;;;;;;;x
fp_shipyard_3;Naval Arsenal;Arsenal;Marine-Waffenlager;;Arsenal Naval;;;;;;;;;x
fp_warehouse_1;Military Warehouse;Entrepôt militaire;Militärisches Lagerhaus;;Almacén Militar;;;;;;;;;x
fp_warehouse_2;Palace Archive;Archives du Palais;Palast-Archiv;;Archivo de Palacio;;;;;;;;;x
fp_warehouse_3;Administrative Office;Bureaux;Verwaltungsbüro;;Oficina Administrativa;;;;;;;;;x
fp_garden_1;Palace Garden;Jardins du palais;Palastgarten;;Jardín de Palacio;;;;;;;;;x
fp_garden_2;Scenic Pond;Bassins et fontaines;Malerischer Teich;;Estanque Pintoresco;;;;;;;;;x
fp_garden_3;Hedge Maze;Labyrinthe;Hecken-Labyrinth;;Laberinto;;;;;;;;;x
fp_cellar_1;Wine Cellar;Cave;Weinkeller;;Bodega;;;;;;;;;x
fp_cellar_2;Catacombs;Hypogée;Katakomben;;Catacumbas;;;;;;;;;x
fp_cellar_3;Dungeon Complex;Cachots;Kerkerkomplex;;Complejo de Calabozos;;;;;;;;;x
fp_shrine_1;Secluded Shrine;Sanctuaire isolé;Abgelegener Schrein;;Santuario Recóndito;;;;;;;;;x
fp_shrine_2;Private Art Collection;Galerie d'art;Private Kunstsammlung;;Colección Privada de Arte;;;;;;;;;x
fp_shrine_3;Grand Library;Grande bibliothèque;Große Bibliothek;;Gran Biblioteca;;;;;;;;;x
fp_vault_1;Fortified Vault;Chambre forte;Verstärkte Schatzkammer;;Cámara Acorazada;;;;;;;;;x
fp_vault_2;Secret Passages;Passages secrets;Geheimgänge;;Pasajes Secretos;;;;;;;;;x
fp_vault_3;Hidden Chamber;Chambre secrète;Geheimraum;;Cámara Oculta;;;;;;;;;x
fp_mansion_1_desc;This mansion has belonged to this family for generations, and although it may not look very impressive, it has all the comforts of home.;Cette grande demeure appartient à la famille depuis des générations. Elle n'est pas très impressionnante mais reste très confortable et cossue.;Dieses Herrenhaus ist seit Generationen im Besitz dieser Familie, und auch wenn es nicht sehr beeindruckend aussieht, besitzt es jeglichen Komfort eines Hauses. ;;Esta mansión ha pertenecido a esta familia durante generaciones, y aunque no parezca impresionante, tiene todas las comodidades del hogar.;;;;;;;;;x
fp_mansion_2_desc;This mansion is impressive enough to command the respect of the surrounding countryside. It is clearly the home of someone important.;Cette villa est assez impressionnante pour imposer le respect au voisinage. Il est clair que c'est la demeure de quelqu'un d'importance.;Dieses Herrenhaus ist beeindruckend genug, um der umgebenden Landschaft Respekt abzuverlangen. Es ist wahrlich das Haus einer wichtigen Persönlichkeit. ;;Esta mansión es lo suficientemente impresionante para infundir respeto en las áreas circundantes. Sin lugar a dudas es el hogar de alguien importante.;;;;;;;;;x
fp_mansion_3_desc;A palace fit for a king, its shining towers can be seen from a league away on a clear day. Though it may only consist of brick and mortar, it is the beating heart of this entire dynasty.;Un palais digne d'un roi. Par temps clair, ses tours brillantes peuvent être vues à des lieues à la ronde. Il n'est peut-être fait que de briques et de mortier, mais c'est le coeur de toute la famille.;Ein Palast eines Königs würdig, dessen strahlende Türme an einem wolkenlosen Tag aus weiter Entfernung sichtbar sind. Auch wenn er nur aus Steinen und Mörtel besteht, ist es doch das schlagende Herz einer ganzen Dynastie. ;;Un palacio digno de un rey, sus brillantes torres pueden verse a una legua en un día despejado. Aunque este hecho sólo de ladrillo y argamasa, es el corazón de esta dinastía.;;;;;;;;;x
fp_mansion_4_desc;Truly, the splendor of this palace would be the envy of a Roman emperor. Its great halls shine of gold and marble, and hundreds of servants scurry through them daily in service of their masters. It is nothing less than a monument to the greatness of this dynasty.;Ce somptueux palais susciterait sans aucun doute la convoitise d'un empereur romain. L'or et le marbre de ses grandes salles étincellent et les serviteurs qui s'y affairent pour servir leurs maîtres se comptent par centaines. Ce n'est rien de moins qu'un monument en l'honneur de la grandeur de cette famille.;Die Herrlichkeit dieses Palastes würde wahrlich den römischen Kaiser vor Neid zerfressen. Seine großen Hallen glänzen von Gold und Marmor und hunderte von Bediensteten eilen, im Dienste ihrer Herren, durch sie hindurch. Es ist nicht weniger als ein Monument für die Bedeutsamkeit dieser Dynastie.;;En realidad, el esplendor de este palacio sería la envidia de un emperador de Roma. Sus grandes salones inundados por el brillo del oro y el mármol, con cientos de sirvientes atravesándolos rápidamente para dar servicio a sus señores. Es un monumento a la grandeza de su dinastía.;;;;;;;;;x
fp_barracks_1_desc;The dynasty's household guards are lodged within these simple barracks. They are crowded and unsanitary, but provide decent protection against the elements.;Les gardes personnels de la famille sont logés ici dans ces simples logements. Ils sont insalubres et surpeuplés mais offrent tout de même un abri contre les intempéries.;Die Wachen des dynastischen Haushalts sind in einfachen Kasernen untergebracht. Sie sind überfüllt und unhygienisch, bieten jedoch einen angemessenen Schutz gegen das Wetter.;;La guardia familiar de esta dinastía se apila en estos sencillos barracones. Un lugar atestado e insalubre, pero proporciona una protección decente contra los elementos.;;;;;;;;;x
fp_barracks_2_desc;An industrious swordsmith has opened up a forge in the palace courtyard. This will make it easier to equip new recruits with weapons.;Un vaillant forgeron a établi sa forge dans la cour du palais. Les nouvelles recrues pourront ainsi plus facilement se munir d'armes.;Ein emsiger Schwertschmied hat eine Schmiede im Hofe des Palastes eröffnet. Dadurch wird es einfacher, neue Rekruten mit Waffen auszurüsten. ;;Un laborioso herrero ha abierto una forja en el patio de palacio. Esto facilitará el armar a los nuevos reclutas.;;;;;;;;;x
fp_barracks_3_desc;A large armory has been constructed in a corner of the palace courtyard. It holds enough weapons and armor to equip a small army at a moment's notice.;Une grande armurerie a été construite dans un coin de la cour du palais. Elle contient assez d'armes et d'armures pour équiper au pied levé une petite armée.;Eine große Rüstkammer wurde in einer Ecke des Palasthofes gebaut. Darin können ausreichend Waffen und Rüstungen gelagert werden, um eine kleine Armee kurzfristig auszurüsten.;;Una gran armería ha sido construida en un rincón del patio de palacio. Almacena suficientes armas y armaduras para equipar un pequeño ejército en un santiamén.;;;;;;;;;x
fp_stable_1_desc;This small stable just outside the palace walls reeks of hay and manure. It holds the horses of the guard, as well as those of any visitors.;Cette petite écurie accolée aux murs extérieurs du palais empeste le foin et le fumier. Elle abrite les chevaux de la garde, ainsi que ceux des visiteurs.;Dieser kleine Stall außerhalb der Palastmauern verströmt den Geruch von Heu und Dung. Hier befinden sich die Pferde der Wachen sowie die einiger Besucher.;;Este pequeño establo justo en el exterior de las murallas apesta a heno y estiércol. Alberga los caballos de la guardia, junto con los de las visitas.;;;;;;;;;x
fp_stable_2_desc;Several large fields just outside the palace have been graciously "donated" by local farmers and set aside as riding grounds. Here the fighting men can practise the art of war on horseback.;Plusieurs vastes champs proches du palais ont été gracieusement « offerts » par des fermiers du coin et sont réservés pour les manèges. Ici, le combattant peut exercer l'art de la guerre à cheval.;Einige große Felder außerhalb des Palastes wurden großzügig von ansässigen Bauern "gespendet" und dienen als Reitplätze. Hier üben sich die kämpfenden Männer in der Kunst des Kampfes zu Pferd.;;"Algunos campos en los aledaños del palacio han sido generosamente ""donados"" por granjeros locales y dispuestos como campos de monta. Aquí los hombres de armas pueden practicar el arte de la guerra a caballo.";;;;;;;;;x
fp_stable_3_desc;A horse breeder has set up shop in the vicinity of the palace. The large pens can hold hundreds of animals, and ensure a steady supply of mounts for forces raised locally.;Un éleveur de chevaux s'est installé aux environs du palais. Ses larges enclos peuvent accueillir des centaines d'animaux, ce qui assure aux armées locales un approvisionnement constant en montures.;Ein Pferdezüchter hat seine Pforten in der Nähe des Palastes geöffnet. Die großen Koppeln bieten Platz für hunderte von Pferden und stellen einen stetigen Vorrat an Pferden für vor Ort ausgebildete Streitkräfte dar.;;Un criador de caballos ha montado una tienda en la vecindad de palacio. Los grandes corrales pueden albergar cientos de animales, y asegurar un suministro continuo de montas para los reclutas locales.;;;;;;;;;x
fp_bowyer_1_desc;A skilled bowyer has set up his small workshop inside the palace courtyard. Here he can make new bows or repair broken ones as needed.;Un fabriquant d'arcs fort habile a ouvert un petit atelier dans la cour du palais. Il peut fabriquer des arcs et des flèches, ou réparer ceux qui sont brisés.;Ein sachkundiger Bogenbauer hat seine kleine Werkstatt im Hofe des Palastes eröffnet. Hier kann er nach Bedarf neue Bögen bauen oder zerbrochene reparieren.;;Un diestro arquero ha instalado su pequeño taller dentro del patio de palacio. Aquí puede hacer nuevos arcos o reparar los estropeados cuando se necesite.;;;;;;;;;x
fp_bowyer_2_desc;This target range lets the men practise their archery. There are several targets positioned at different distances, but as yet, no one has managed to split another's arrow.;Ce champ de tir permet aux archers d'exercer leur art. Il comporte plusieurs cibles placées à différentes distances. Mais personne n'a encore réussi à fendre la flèche d'un autre. ;Dieser Zielübungsplatz erlaubt es den Männern, sich im Bogenschießen zu üben. Hier sind einige Ziele in verschiedenen Distanzen platziert, doch bisher ist es noch niemandem gelungen, den Pfeil eines anderen zu spalten. ;;Este campo de tiro permite a los hombres practicar el tiro con arco. Hay varios objetivos posicionados a distintas distancias, pero a día de hoy, nadie ha sido capaz de partir en dos la flecha de otro.;;;;;;;;;x
fp_bowyer_3_desc;The crossbow is a marvelous invention. Though it can't be fired as quickly as a longbow, it requires little training to use effectively. This workshop ensures a steady supply of these deadly weapons.;L'arbalète est une invention merveilleuse. Elle prend un peu plus de temps à charger qu'un arc, mais elle ne nécessite qu'un léger entraînement pour être efficace. Ces armes mortelles sont constamment produites grâce à cet atelier.;Die Armbrust ist eine großartige Erfindung. Auch wenn sie nicht so schnell wie ein Langbogen geschossen werden kann, bedarf es weniger Übung, um sie wirksam einsetzen zu können. Diese Werkstatt stellt einen steten Vorrat dieser tödlichen Waffen sicher. ;;La ballesta es un invento maravilloso. Aunque no puede disparar tan rápido como el arco largo, requiere menos entrenamiento el usarla con eficacia. Este taller asegura un suministro constante de estas armas mortales.;;;;;;;;;x
fp_shipyard_1_desc;This room inside the palace is a cartographer's dream, and contains priceless maps of all sorts. Some are claimed to date back to the ancient Greeks, and others, whose accuracy cannot be gauged with any certainty, depict strange lands far to the east.;Cette salle à l'intérieur du palais est le rêve de tout cartographe : elle contient de précieuses cartes maritimes en tous genres. Certaines dateraient de l'époque de la Grèce antique. D'autres, dont la précision ne peut être évaluée avec certitude, dépeignent d'étranges contrées du lointain Orient.;Dieser Raum im Innern des Palastes ist der Traum eines jeden Kartographen und enthält unbezahlbare Karten aller Art. Manche sollen bis zu den alten Griechen zurückgehen, und andere, deren Genauigkeit nicht genau beurteilt werden kann, stellen fremde Länder aus dem fernen Osten dar. ;;Esta sala dentro del palacio es el sueño de un cartógrafo, contiene todo tipo de mapas. Algunos se supone que provienen de los antiguos griegos, y otros, cuya verosimilitud no puede medirse de ningún modo, describen extrañas tierras del lejano oriente.;;;;;;;;;x
fp_shipyard_2_desc;This large shipyard is located along the coast, but it has been reserved for exclusive use by this dynasty. Skilled shipwrights stand ready to build trade galleys.;Ce vaste chantier naval est construit sur la côte, mais il est réservé à l'usage exclusif de la famille. D'habiles charpentiers sont toujours prêts à y construire des galères marchandes.;Diese große Werft befindet sich an der Küste, doch sie ist ausschließlich für die Benutzung durch diese Dynastie reserviert. Sachkundige Schiffsbauer stehen bereit, um Handelsschiffe zu bauen. ;;Este gran astillero se sitúa en la costa, pero está reservado en exclusiva para que lo utilice esta dinastía. Habilidosos carpinteros de ribera están listos para construir galeras.;;;;;;;;;x
fp_shipyard_3_desc;This naval arsenal is located in the capital, but it is completely owned by this dynasty who has reserved all use of it for themselves. It is a huge complex that has everything needed to assemble and man an entire fleet.;Bien que situé dans la capitale, cet arsenal maritime est l'entière propriété de la famille, qui le réserve à son usage exclusif. C'est un immense complexe qui comprend tout ce qu'il faut pour assembler et affréter une flotte entière.;Dieses Marine-Waffenlager befindet sich in der Hauptstadt, ist jedoch vollständig im Besitz dieser Dynastie, die die gesamte Nutzung für sich beansprucht. Es ist ein riesiger Komplex, der alles enthält, um eine gesamte Flotte zusammenstellen und bemannen zu können. ;;Este arsenal naval está situado en la capital, pero es propiedad de esta dinastía que la reserva para su propio uso. Es un enorme complejo que tiene todo lo necesario para ensamblar y aparejar una flota entera.;;;;;;;;;x
fp_warehouse_1_desc;A large warehouse containing all the supplies necessary to field a military force, whether it be an army or a fleet.;Ce vaste entrepôt peut contenir tout l'équipement nécessaire à une force militaire, que ce soit une armée ou une flotte.;Ein großes Lagerhaus, das alle nötigen Vorräte enthält, um eine militärische Streitkraft ins Feld zu führen.;;Un gran almacén que contiene todos los suministros necesarios para abastecer una fuerza militar, bien sea un ejército o una flota.;;;;;;;;;x
fp_warehouse_2_desc;It is easy to get lost in this colossal archive housed entirely within the palace. It holds documents and records of all dynastic assets, from ships and buildings down to individual soldiers and clerks.;C'est facile de se perdre dans cette colossale salle des archives à l'intérieur du palais. Elle contient les documents et les registres de tous les avoirs de la famille, des navires aux bâtiments en passant par les soldats et les clercs.;Es ist einfach, in diesem riesigen Archiv, das sich vollständig innerhalb des Palastes befindet, verloren zu gehen. Es enthält alle Dokumente und Aufzeichnungen über das gesamte dynastische Vermögen, angefangen von Schiffen und Gebäuden bis hin zu einzelnen Soldaten und Angestellten.;;Es fácil perderse en el colosal archivo que se alberga en palacio. Contiene documentos y registros de todos los bienes dinásticos, desde barcos y edificios hasta cada soldado y empleado.;;;;;;;;;x
fp_warehouse_3_desc;This office deep within the palace acts as the nerve center of the entire dynastic empire. Here clerks and officials oversee the day-to-day affairs of trade negotiations and fleet deployments.;Au plus profond du palais se tient le centre nerveux de tout l'empire thalassocratique de la famille : l'administration. Ici, les clercs et les administrateurs veillent aux affaires quotidiennes, telles que les négociations commerciales ou le déploiement des flottes.;Dieses Büro tief im Palast dient als Nervenzentrum des gesamten dynastischen Reichs. Hier überwachen Angestellte und Beamte die tagtäglichen Handelsverhandlungen und Flotteneinsätze.;;Esta oficina en las profundidades de palacio actúa como la espina dorsal de todo el imperio dinástico. Aquí empleados y oficiales supervisan los asuntos del día a día, las negociaciones comerciales y los despliegues de flotas.;;;;;;;;;x
fp_garden_1_desc;A large and impressive garden filled with the manifold wonders of nature. This tranquil environment is ideal for moments of quiet reflection.;On trouve dans ces grands et magnifiques jardins de multiples merveilles de la nature. Ce lieu paisible est idéal pour des moments de méditation.;Ein großer und beeindruckender Garten voller Wunder der Natur. Diese friedvolle Umgebung ist ideal für Momente der Besinnung.;;Un gran jardín impresionante repleto de maravillas de la naturaleza. Este pacífico entorno es ideal para momentos de reflexión.;;;;;;;;;x
